,title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,genre,year
7590,The Pilate Scroll,M. B. Lewis,90540.0,44.69,7.24,2.21,0.64,1.57,"['Mystery', 'Thriller']",2021.0

7600,A Darkness in My Soul,Dean Koontz,42816.0,51.69,7.47,2.62,0.95,1.67,"['Horror', 'Fiction', 'Science Fiction', 'Fantasy', 'Novels', 'Suspense']",1972.0

7617,The Iceman,P. T. Deutermann,104044.0,49.76,7.08,3.03,0.99,2.03,"['Historical Fiction', 'Military Fiction', 'Audiobook', 'Fiction', 'World War II', 'War']",2018.0

7618,Every Little Sign,Michelle Pace,81633.0,59.43,7.39,3.13,0.97,2.16,[],

7619,The Relic,Douglas Preston & Lincoln Child,115675.0,58.22,7.18,3.18,1.41,1.77,"['Horror', 'Thriller', 'Mystery', 'Fiction', 'Science Fiction', 'Mystery Thriller', 'Suspense']",1995.0

7630,Pendragon: The Pilgrims of Rayne,D. J. MacHale,153513.0,43.13,9.8,2.68,1.06,1.62,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Adventure', 'Childrens', 'Teen']",2007.0

7671,Leo,Alathia Morgan,35182.0,26.22,10.76,2.56,0.8,1.76,[],2019.0

7673,As Needed for Pain,Daniel Peres,67636.0,51.97,8.2,2.38,1.16,1.22,[],

7685,Ender's World,Orson Scott Card,71622.0,22.11,7.92,3.19,1.22,1.97,"['Science Fiction', 'Essays', 'Books About Books', 'Writing', 'Audiobook', 'Fiction', 'Reference']",2013.0

7687,Letters,Kurt Vonnegut,117203.0,25.45,8.68,3.38,1.19,2.19,"['Nonfiction', 'Biography', 'Memoir', 'Autobiography', 'Essays', 'Biography Memoir', 'Writing']",2012.0

7698,First Kill,David Hagberg,93406.0,35.96,9.01,2.64,0.87,1.76,"['Fiction', 'Thriller']",2019.0

7699,You May Now Kill the Bride,R. L. Stine,59277.0,57.48,7.51,2.4,0.79,1.6,"['Horror', 'Young Adult', 'Fiction', 'Thriller', 'Mystery', 'Paranormal', 'Audiobook']",2018.0

7723,Dreadful,Jana DeLeon,79954.0,29.76,10.07,2.99,0.96,2.03,[],

7729,Dune: House of Corrino,Brian Herbert & Kevin J. Anderson,177720.0,54.28,6.18,2.6,1.01,1.6,[],

7740,Privateer,Josephine Tey,95964.0,42.28,7.91,2.57,0.72,1.85,[],

7754,The Shadows,W. J. Lundy,72131.0,68.7,4.73,2.16,0.78,1.38,"['Zombies', 'Horror', 'Fiction', 'Apocalyptic', 'Post Apocalyptic', 'Military Fiction', 'Science Fiction']",2014.0

7782,Chronicle of a Death Foretold,Gabriel Garcia Marquez,29163.0,45.14,7.07,2.23,0.44,1.79,[],

7783,Survivor,Octavia E. Butler,73034.0,31.27,9.72,3.6,1.41,2.19,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction', 'African American', 'Aliens']",1978.0

7791,The Hunting,Stephen Leather,82065.0,55.35,8.68,2.35,0.72,1.64,"['Fiction', 'Mystery', 'Thriller']",2021.0

7794,Fake Plastic Love,Kimberly Tait,126881.0,57.41,6.83,3.1,1.54,1.55,[],

7808,Escape,James Patterson & David Ellis,90353.0,48.91,7.29,2.61,0.75,1.86,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Suspense', 'Audiobook', 'Detective']",2022.0

7809,The Resurrection,John Gardner,81985.0,49.51,7.36,3.94,1.84,2.09,"['Fiction', 'Novels']",1966.0

7819,Who's There,Kerena Swan,94040.0,59.31,9.69,3.05,0.83,2.23,[],2019.0

7875,Family Line,John Matthews,76048.0,52.32,7.12,2.48,0.59,1.89,[],2018.0

7880,Billionaire Unknown,J. S. Scott,61957.0,32.03,10.24,4.29,1.9,2.39,"['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Erotic Romance', 'Romantic Suspense', 'Fiction']",2016.0

7891,Vanishing,Cai Emmons,40181.0,64.74,7.49,2.93,1.09,1.84,[],

7896,"The Lion, The Witch and The Wardrobe",C. S. Lewis,37567.0,52.14,8.5,3.9,0.92,2.99,[],1987.0

7918,Assassin,Tui T. Sutherland,9692.0,51.63,9.5,3.74,1.5,2.24,"['Fantasy', 'Dragons', 'Middle Grade', 'Fiction', 'Childrens', 'Short Stories', 'Animals']",2015.0

7953,Scorpio,Alathia Morgan,30352.0,23.11,11.1,2.97,0.87,2.1,[],

7959,Defiance of the Fall: Book 8,TheFirstDefier,222014.0,46.02,7.68,3.59,1.75,1.84,[],

7972,Game Ten,James Long,96533.0,47.91,7.69,3.01,1.07,1.94,[],

7974,Hold Up the Sky,Cixin Liu,112904.0,58.59,6.69,3.09,1.33,1.75,"['Science Fiction', 'Short Stories', 'Fiction', 'China', 'Anthologies', 'Audiobook', 'Science Fiction Fantasy']",2020.0

7990,Murder,Ella James,175119.0,64.56,6.91,2.83,0.79,2.04,"['Romance', 'Dark', 'New Adult', 'Mystery', 'Contemporary Romance', 'Audiobook', 'Suspense']",2016.0

7996,The Binding of Bloom Mountain,Siggy Chambers,76620.0,77.08,6.9,2.29,0.7,1.59,"['LGBT', 'Fantasy']",

7998,Touch of Shadow,Billinda Sheehan,78167.0,41.7,8.45,2.88,1.2,1.68,[],

8006,The Butcher of Anderson Station,James S. A. Corey,8429.0,46.77,7.56,2.16,0.49,1.67,"['Science Fiction', 'Fiction', 'Short Stories', 'Space Opera', 'Space', 'Novella', 'Science Fiction Fantasy']",2011.0

8028,Unfinished Business,J. A. Jance,98530.0,34.85,8.49,3.08,1.11,1.97,"['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Mystery Thriller', 'Crime', 'Audiobook']",2021.0

8033,Patricia Bradley,Justice Delayed,94857.0,38.21,9.43,2.39,0.58,1.82,[],

8035,The Friend,Charlie Gallagher,114487.0,36.75,10.25,2.97,0.72,2.25,"['Thriller', 'Crime', 'Mystery', 'Detective', 'Mystery Thriller', 'Audiobook', 'Fiction']",2021.0

8038,The Hardy Boys: Mystery On Makatunk Island,Franklin W. Dixon,32170.0,50.5,7.59,2.84,1.03,1.82,[],

8062,Ten Sigma: Renegade,A. W. Wang,119879.0,74.55,5.22,1.8,0.56,1.24,[],2021.0

8087,Cut and Run,Allison Brennan,116862.0,23.01,10.72,2.56,0.83,1.73,"['Mystery', 'Romantic Suspense', 'Suspense', 'Crime', 'Fiction', 'Mystery Thriller', 'Thriller']",2020.0

8103,Beautiful,Danielle Steel,67066.0,30.25,10.5,3.36,0.94,2.42,"['Fiction', 'Romance', 'Contemporary', 'Chick Lit', 'Audiobook', 'Adult', 'Drama']",2022.0

8118,Manners,Robert Newman,86891.0,60.21,7.48,2.89,0.77,2.12,"['Fiction', 'Crime']",1998.0

8119,Cancer,Alathia Morgan,36924.0,25.14,10.95,2.65,0.75,1.9,[],2019.0

8141,Letters From Rachel,N. L. Westaway,63294.0,41.55,8.81,3.08,0.78,2.3,[],2020.0

8145,Crime of Spelled Ink,Haley Gordon,46711.0,35.92,9.45,3.35,1.2,2.16,[],

8159,Goosebumps: The Scarecrow Walks at Midnight,R. L. Stine,20329.0,79.5,5.71,3.05,1.52,1.52,"['Horror', 'Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Fantasy', 'Mystery']",1994.0

8161,Blaze Me a Sun,Christopher Carlsson,111446.0,38.88,9.61,3.22,0.93,2.29,[],

8164,Queen of Myth and Monsters,Scarlett St. Claire,93385.0,44.03,7.99,2.45,0.59,1.86,[],

8174,The Soldier,Neal Asher,136158.0,50.08,6.75,3.55,1.24,2.31,"['Science Fiction', 'Space Opera', 'Fiction', 'Aliens', 'Audiobook', 'Military Fiction', 'Space']",2018.0

8175,Byron: Poems,Lord George Gordon Byron,34335.0,45.27,6.52,3.35,0.56,2.78,"['Poetry', 'Classics', '19th Century', 'Fiction', 'Romanticism', 'Literature', 'British Literature']",1848.0

8185,The Golden Age,Gore Vidal,160357.0,34.9,8.62,4.21,1.44,2.78,[],

8197,The Portal,Russell James,83273.0,65.54,5.56,1.76,0.48,1.28,['Horror'],2020.0

8204,Under the Ice,Rachel Blok,81872.0,59.78,9.22,2.71,0.81,1.89,[],

8209,Dangerous Pursuits,Jo Bannister,81988.0,32.66,10.93,3.45,1.35,2.11,"['Mystery', 'Crime', 'British Literature']",2020.0

8215,"The Collected Poems of William Carlos Williams, Vol. 2 1939-1962",William Carlos Williams,55491.0,82.55,5.65,2.46,0.81,1.65,"['Poetry', 'Classics', 'American', 'Literature', '20th Century', 'Contemporary', 'Anthologies']",1967.0

8226,Starlight,Debbie Macomber,60529.0,43.37,8.61,3.7,1.94,1.76,"['Romance', 'Harlequin', 'Fiction', 'Contemporary Romance', 'Christmas', 'Chick Lit', 'Indonesian Literature']",1983.0

8247,Blood Rite,E. J. Stevens,55969.0,53.73,8.32,2.45,0.95,1.51,"['Urban Fantasy', 'Paranormal', 'Fantasy', 'Supernatural', 'Mystery', 'Fae', 'Magic']",2019.0

8248,Maigret's Secret,Georges Simenon,36602.0,29.39,9.76,3.11,0.98,2.13,"['Mystery', 'Fiction', 'France', 'Crime', 'Detective', 'Noir', 'Belgium']",1959.0

8255,Don't Tell,Willow Rose,68805.0,37.74,8.94,3.69,0.92,2.78,"['Mystery', 'Fiction']",2019.0

8268,Success,Martin Amis,73121.0,51.72,7.76,4.11,1.68,2.44,"['Fiction', 'Novels', 'British Literature', 'Literary Fiction', 'Literature', 'Contemporary', 'Thriller']",1978.0

8269,Tooth and Claw,Joseph Nassise,21400.0,52.77,6.14,2.65,1.0,1.65,[],2017.0

8281,Needle Ash,David V. Stweart,36588.0,45.82,7.85,2.92,1.05,1.87,[],

8289,Trolls,Stefan Spjut,107650.0,58.28,8.84,3.01,1.02,1.99,"['Horror', 'Fantasy', 'Fiction', 'Urban Fantasy', 'Mythology', 'Thriller', 'Magical Realism']",2017.0

8294,Heartless,Gena Showalter,103110.0,64.17,6.83,2.78,0.81,1.97,"['Fantasy', 'Romance', 'Paranormal', 'Paranormal Romance', 'Fae', 'Magic', 'Fantasy Romance']",2021.0

8320,Finders Keepers,Sabine Durrant,91701.0,59.37,8.47,3.04,0.98,2.06,"['Thriller', 'Mystery', 'Fiction', 'Psychological Thriller', 'Mystery Thriller', 'Crime']",2020.0

8329,Mortal Engines,Stanislaw Lem,73253.0,53.85,6.3,3.98,1.28,2.7,"['Science Fiction', 'Fiction', 'Short Stories', 'Polish Literature', 'Classics', 'Fantasy', 'Science Fiction Fantasy']",1964.0

8370,The Changing Mind,Daniel Levitin,152774.0,40.84,7.34,2.74,1.26,1.49,"['Nonfiction', 'Science', 'Health', 'Psychology', 'Self Help', 'Neuroscience', 'Audiobook']",2020.0

8388,Bones Behind the Wheel,E. J. Copperman,85486.0,28.6,10.91,3.38,1.32,2.06,"['Mystery', 'Cozy Mystery', 'Paranormal', 'Ghosts', 'Mystery Thriller', 'Supernatural', 'Paranormal Mystery']",2019.0

8409,Exiled,Chris Fox,12435.0,46.42,8.48,2.64,1.05,1.59,"['Science Fiction', 'Space Opera', 'Aliens', 'Adventure']",2016.0

8411,Deadly Sins,Cheryl Bradshaw,16179.0,35.52,10.16,2.21,0.37,1.84,"['Mystery', 'Mystery Thriller', 'Fiction', 'Short Stories']",2017.0

8417,Now in November,Josephine W. Johnson,48473.0,54.16,7.58,2.67,0.43,2.24,[],

8423,Tipping Point: Opening Shots,John O'Brien,84870.0,46.58,7.0,2.75,1.09,1.66,[],

8446,Dean H. Bergevin,Luna City The Moon,100607.0,30.11,8.64,3.23,1.19,2.04,[],

8481,Ghost Writer,Alison Bruce,87858.0,42.43,9.17,2.76,0.85,1.91,['Mystery'],2017.0

8483,The Eye,Bill Pronzini & John Lutz,82464.0,42.68,8.83,2.73,0.72,2.01,[],1984.0

8500,Nancy Drew: The Secret In the Old Attic,Carolyn Keene,32086.0,46.14,7.99,3.4,1.41,2.0,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Middle Grade', 'Mystery Thriller']",1944.0

8511,Looking For Leo,J. A. Baker,86904.0,47.78,8.2,3.1,1.1,2.0,['Mystery'],2021.0

8525,Unraveled,Helen Hardt,69925.0,38.56,10.49,3.09,0.84,2.25,"['Romance', 'Mystery', 'Contemporary Romance', 'Fiction', 'Romantic Suspense', 'Suspense', 'Contemporary']",2018.0

8528,Rapture,C. N. Crawford,63020.0,61.85,8.12,2.58,0.87,1.71,"['Fantasy', 'Angels', 'Romance', 'Fantasy Romance', 'Magic', 'Demons', 'Paranormal']",2021.0

8529,Raider,M. L. Buchman,72606.0,41.72,8.88,3.48,1.39,2.09,"['Contemporary', 'Thriller', 'Military Fiction']",2021.0

8531,Valiant,Bradley Cart,58532.0,66.69,6.0,1.48,0.3,1.18,[],2019.0

8537,The Legacy Protocol,K. M. Ashman,114795.0,40.54,8.83,3.31,1.28,2.02,[],2020.0

8538,The Weight of Loss,Sally Oliver,88043.0,49.27,8.29,3.69,1.6,2.09,"['Horror', 'Fiction', 'Fantasy', 'Magical Realism', 'Adult', 'Literary Fiction', 'Paranormal']",2022.0

8541,Shadows in Death,J. D. Robb,94103.0,40.73,8.17,2.46,0.57,1.89,"['Mystery', 'Romance', 'Fiction', 'Crime', 'Suspense', 'Romantic Suspense', 'Futuristic']",2020.0

8545,The Bitterroots,C. J. Box,84321.0,42.12,8.56,2.38,0.81,1.57,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Westerns', 'Suspense', 'Audiobook']",2019.0

8549,Star Wars: Padawan,Kiersten White,71047.0,39.97,9.55,3.51,1.2,2.31,"['Star Wars', 'Science Fiction', 'Young Adult', 'Fiction', 'Fantasy', 'Audiobook', 'Space']",2022.0

8576,Pendragon: The Soldiers of Halla,D. J. MacHale,163567.0,37.57,10.33,2.53,0.97,1.56,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Adventure', 'Childrens', 'Teen']",2009.0

8596,The Crime Beat: London,A. C. Fuller,21951.0,40.58,7.8,2.43,0.75,1.68,[],2019.0

8597,The Hardy Boys: The Baseball Card Conspirac,Franklin W. Dixon,31546.0,44.22,6.77,2.49,1.04,1.46,[],

8598,Amnesia,Michael Ridpath,101967.0,38.64,9.8,3.04,0.99,2.04,"['Mystery', 'Crime', 'Thriller', 'Fiction']",2017.0

8615,Strange Prey and Other Tales of the Hunt,George R. Chesbro,66849.0,49.43,8.19,3.32,1.4,1.91,[],2004.0

8627,Alive,Sharon Bolton,7038.0,59.21,8.06,2.51,0.78,1.73,"['Short Stories', 'Crime', 'Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Horror']",2018.0

8628,The Devil's Eye,J. R. Rain & Matthew S. Cox,62289.0,57.99,6.31,2.34,0.78,1.56,"['Fantasy', 'Paranormal', 'Magic', 'Urban Fantasy', 'Fiction', 'Crime', 'Mystery']",2017.0

8675,Charlotte's Web,E. B. White,31992.0,71.43,7.32,3.14,0.97,2.17,[],1999.0

8676,Grey Flesh Flies,Matthew Smith,32160.0,46.98,7.29,3.22,1.42,1.8,[],

8680,A House for Mr. Biswas,V. S. Naipaul,197296.0,58.15,6.43,2.54,0.91,1.63,[],2022.0

8686,Party Games,R. L. Stine,52184.0,64.53,7.16,2.33,0.88,1.45,[],

8687,The Hardy Boys: Ghost of a Chance,Franklin W. Dixon,30360.0,53.69,7.46,2.66,0.91,1.76,[],

8695,Suzanne Johnson,Belle Chasse,93409.0,46.82,8.49,2.81,0.86,1.95,[],

8699,Imaginary Magnitude,Stanislaw Lem,69659.0,27.97,7.07,3.8,1.55,2.25,"['Science Fiction', 'Fiction', 'Short Stories', 'Philosophy', 'Polish Literature', 'Literature', 'Essays']",1973.0

8707,Death Watch,Deborah Lucy,99531.0,33.39,9.09,2.81,0.99,1.81,['British Literature'],2018.0

8721,Thicker Than Blood,Anna Legat,68193.0,48.83,9.73,2.78,0.93,1.86,[],2018.0

8755,Red Hot,Laurel Chase,35726.0,50.21,7.5,3.15,1.23,1.91,[],2022.0

8763,The Last Crown,Elzbieta Cherezinska,194609.0,42.96,8.2,2.42,0.9,1.52,[],

8764,Intentional Mindset,Dave Anderson,54341.0,21.46,7.46,3.3,1.32,1.98,[],

8775,Ghostrider,M. L. Buchman,68807.0,46.38,8.61,3.49,1.19,2.3,"['Thriller', 'Military Fiction', 'Contemporary', 'Suspense']",2020.0

8782,Joker Moon,George R. R. Martin,171682.0,46.89,8.21,3.22,1.28,1.94,"['Fantasy', 'Science Fiction', 'Fiction', 'Anthologies']",2022.0

8810,Extinction,S. D. Perry,77545.0,41.55,8.25,3.01,1.02,1.99,[],

8812,The Bank,Bentley Little,118531.0,34.94,9.07,2.96,1.24,1.72,"['Horror', 'Fiction', 'Fantasy', 'Supernatural', 'Paranormal', 'Thriller', 'Audiobook']",2020.0

8848,The Complete Stories,Anita Desai,154120.0,65.98,6.58,3.45,1.32,2.13,"['Short Stories', 'Indian Literature', 'India', 'Fiction', 'Literature']",2017.0

8858,The Cult of St. James,B. L. Burke,68038.0,56.56,6.62,1.96,0.69,1.27,[],2018.0

8871,All Thats Left,Jeff Carr,79012.0,74.15,4.6,2.25,0.99,1.25,[],2021.0

8893,The Hardy Boys: Sky Sabotage,Franklin W. Dixon,31844.0,48.68,7.87,3.09,0.95,2.14,[],

8910,Storm Dragon,D. N. Hoxa,81621.0,40.17,9.0,3.26,0.87,2.39,"['Dragons', 'Fantasy', 'Werewolves', 'Vampires', 'Fae']",2018.0

8914,Vendetta In Death,J. D. Robb,98212.0,41.82,7.93,2.64,0.74,1.9,"['Mystery', 'Romance', 'Fiction', 'Crime', 'Suspense', 'Romantic Suspense', 'Futuristic']",2019.0

8916,Exchanged,Dante Silva & Vanessa Mozes,72083.0,43.98,8.16,3.3,1.49,1.81,"['Fantasy Romance', 'Fantasy']",2017.0

8917,Tether,Jeremy Robinson,88009.0,61.51,7.86,2.22,0.71,1.51,"['Science Fiction', 'Horror', 'Thriller', 'Action', 'Adventure', 'Fiction', 'Audiobook']",2019.0

8924,Treasure Hunt,Matt Lincoln,102419.0,51.04,7.22,3.12,1.31,1.81,[],2021.0

8926,Hot Water,Christopher Fowler,91038.0,58.37,8.74,2.82,1.09,1.73,"['Fiction', 'Crime', 'Thriller', 'Mystery', 'Contemporary']",2022.0

8946,Behind the Lies,Mark R. Beckner,69941.0,38.01,8.81,2.97,0.8,2.17,[],2021.0

8956,Scales of Ice and Shadow,Emily Schneider,92813.0,56.88,6.88,2.28,0.81,1.47,"['Fantasy', 'Dragons']",2022.0

8958,Better Sex in No Time,Josie Vogels,70094.0,61.04,6.4,3.08,1.32,1.76,[],

8989,The Toy Makers,Robert Dinsdale,129500.0,55.3,8.47,2.79,0.56,2.22,[],

9000,Behind Every Lie,Christian McDonald,86541.0,65.41,7.55,2.95,1.07,1.88,[],

9001,Starcaster,J. N. Chaney & Terry Maggert,71455.0,57.17,7.37,2.46,0.74,1.72,"['Science Fiction', 'Fantasy', 'Military Fiction', 'Space Opera', 'Magic', 'Action', 'Fiction']",2020.0

9040,The Imposter,Paul Doiron,10928.0,60.37,8.47,2.53,0.88,1.66,"['Mystery', 'Short Stories', 'Fiction', 'Novella', 'Thriller', 'Mystery Thriller', 'Audiobook']",2020.0

9047,Daybreak,T. J. Brearton,95466.0,48.7,7.25,2.4,0.76,1.63,"['Thriller', 'Mystery Thriller']",2015.0

9055,The Immortality Curse,Grieg Beck,103179.0,57.21,6.52,3.11,1.1,2.01,[],

9070,"Floods, Famines, and Emperors",Brian Fagan,77203.0,71.13,3.23,2.47,1.19,1.28,"['History', 'Science', 'Nonfiction', 'Anthropology', 'Archaeology', 'Environment', 'World History']",1999.0

9071,Dead Souls,Elsebeth Egholm,121502.0,47.5,9.12,2.98,0.97,2.01,"['Crime', 'Thriller', 'Fiction', 'Denmark']",2012.0

9084,Moth,James Sallis,56267.0,52.27,7.19,3.37,1.1,2.27,[],

9112,The Weapon Makers,A. E. van Vogt,58572.0,33.24,8.78,3.94,1.84,2.1,"['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Pulp', 'Speculative Fiction', 'Classics']",1947.0

9131,The Path of Giants,B. T. Narro,128548.0,30.6,9.75,3.2,1.05,2.15,"['Fantasy', 'Magic']",2020.0

9139,Nailed,Jasinda Wilder,75442.0,53.01,8.17,3.5,1.25,2.25,"['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Audiobook']",2018.0

9167,Blue Bears,Dan Andreescu & Don McQuinn,89590.0,49.9,6.34,2.72,1.12,1.6,[],2018.0

9170,Wired Ghost,Tody Neal,65780.0,59.22,7.39,2.65,0.97,1.68,[],

9194,"Sleeper, The Red Storm",J. D. Fennell,87388.0,72.09,6.6,2.04,0.74,1.29,[],2018.0

9206,The Unborn,Brian Herbert,88889.0,43.91,8.31,2.77,0.9,1.87,[],

9216,Fear Itself,James Swallow,84361.0,41.51,7.11,2.22,0.84,1.38,"['Star Trek', 'Science Fiction', 'Fiction', 'Media Tie In', 'Audiobook', 'Space', 'Novels']",2018.0

9230,Eve of War,R. L. Giddings,92308.0,31.56,10.13,3.51,1.44,2.07,['Science Fiction'],2020.0

9241,The Church of Sleep,Zachary Rawlins,286387.0,43.64,8.72,3.32,1.43,1.88,[],

9261,The Negotiator,Brendan Dubois,72993.0,48.89,7.34,2.81,0.79,2.02,[],

9263,In Death's Shadow,Robert C. James,20616.0,43.83,7.37,2.15,0.52,1.63,[],2019.0

9273,Glorified,Jon Del Arroz,60298.0,38.91,8.96,2.31,0.64,1.67,['Science Fiction'],2019.0

9275,Her Mind's Eye,D. C. Vaughn,82305.0,40.86,8.49,2.85,0.99,1.87,[],2019.0

9276,Murder by Magic,Catherine Vale,56779.0,46.42,8.07,2.74,0.86,1.88,"['Urban Fantasy', 'Romance', 'Paranormal', 'Mystery', 'Magic', 'Fantasy']",2017.0

9278,God's Undertaker,John Lennox,90150.0,21.07,8.07,4.08,1.76,2.32,"['Science', 'Religion', 'Christian', 'Philosophy', 'Nonfiction', 'Theology', 'Christianity']",2002.0

9305,Kissing the Wind,A. E. Hotchner,42836.0,52.53,7.15,2.59,1.0,1.59,[],2021.0

9307,"Stay Mad, Sweetheart",Helen Kist,85770.0,44.23,8.83,2.43,0.91,1.52,[],

9321,Ciel Pierlot,Bluebird,129770.0,59.78,8.44,3.24,1.33,1.91,[],

9349,Feared,Lisa Scottoline,103884.0,35.52,9.29,3.2,1.11,2.09,"['Mystery', 'Fiction', 'Audiobook', 'Legal Thriller', 'Thriller', 'Suspense', 'Mystery Thriller']",2018.0

9374,Thicker Than Water,Jean Saunders,79906.0,31.19,10.31,4.35,1.68,2.66,[],2000.0

9382,The Village,Alton Gansky,25352.0,45.73,9.08,2.32,0.43,1.9,"['Christian', 'Christian Fiction', 'Fiction', 'Science Fiction']",2016.0

9387,The Last Word,David Menon,84210.0,25.59,10.39,3.77,1.12,2.64,[],2020.0

9389,No Good Deed,Cass Green,84926.0,51.77,8.65,3.97,1.54,2.43,"['Thriller', 'Mystery', 'Psychological Thriller', 'Fiction', 'Audiobook', 'Suspense', 'Crime']",2018.0

9390,Whatever,Michel Houellebecq,36253.0,39.68,8.09,3.99,1.88,2.1,"['Fiction', 'France', 'French Literature', 'Contemporary', 'Literature', 'Novels', 'Philosophy']",1994.0

9398,Grief Connects Us,Joseph Stern,84654.0,32.87,7.91,3.31,1.24,2.07,[],

9399,In My Mother's Name,Laura Elliot,101922.0,43.34,9.0,2.62,0.81,1.81,[],

9436,The Hardy Boys: Night of the Werewolf,Franklin W. Dixon,36792.0,50.63,7.0,3.19,1.21,1.98,"['Mystery', 'Fiction', 'Childrens', 'Young Adult', 'Adventure', 'Werewolves', 'Classics']",2005.0

9441,Serious Creativity,Edward De Bono,101533.0,20.92,10.0,3.37,0.97,2.4,"['Nonfiction', 'Business', 'Psychology', 'Self Help', 'Design', 'Philosophy', 'Management']",2013.0

9445,Scared to Death,Anthony Horowitz,63329.0,48.15,9.88,3.26,1.14,2.12,"['Horror', 'Short Stories', 'Young Adult']",2018.0

9470,Silver Linings,Jayne Ann Krentz,101693.0,47.14,8.71,3.4,1.58,1.82,"['Romance', 'Contemporary', 'Contemporary Romance', 'Romantic Suspense', 'Fiction', 'Suspense', 'Mystery']",1991.0

9497,Earth's Last Citadel,C. L. Moore & Henry Kuttner,37535.0,63.36,6.62,3.57,1.51,2.06,[],

9504,Vault,Ruth Rendell,80646.0,37.7,10.47,2.95,0.83,2.13,"['Mystery', 'Crime', 'Fiction', 'British Literature', 'Mystery Thriller', 'Detective', 'Thriller']",2011.0

9519,Mind War,Douglas E. Richards,119326.0,27.47,9.75,3.45,1.32,2.13,"['Fiction', 'Science Fiction', 'Thriller', 'Amazon', 'Science Fiction Fantasy', 'Action']",2017.0

9537,Hollywood,Gore Vidal,178490.0,33.7,8.73,3.97,1.32,2.65,"['Historical Fiction', 'Fiction', 'Literature', 'American', 'American History', 'Novels', 'Politics']",1989.0

9556,Heatwave,Oliver Davies,87746.0,37.46,9.12,3.31,1.5,1.81,[],2021.0

9559,Infinite Potential,Mitch Horowitz,71198.0,22.74,9.34,3.0,0.98,2.03,"['Spirituality', 'Self Help', 'Nonfiction', 'Audiobook', 'Personal Development', 'Religion']",2019.0

9565,Nancy Drew: The Invisible Intruder,Carolyn Keene,33198.0,41.73,8.53,2.73,1.07,1.66,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Classics', 'Mystery Thriller']",1969.0

9584,Tombland,C. J. Sansom,272616.0,40.48,8.16,3.26,1.25,2.01,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Crime', 'Historical Mystery', 'Tudor Period']",2018.0

9602,The Ranger Way,Kris 'Tanto' Paronto,60894.0,24.98,9.63,2.48,0.84,1.64,[],

9609,Orphan Wars,J. N. Chaney,110192.0,46.79,8.24,2.71,0.88,1.82,"['Science Fiction', 'Military Fiction', 'Fiction']",2021.0

9615,Out of Time,Dave Sinclair,77216.0,39.63,9.04,3.21,1.48,1.73,"['Science Fiction', 'Fiction', 'Thriller', 'Time Travel', 'Espionage']",2022.0

9625,Empress File,John Sandford,71357.0,55.17,7.47,2.14,0.72,1.42,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective']",1991.0

9629,No Good Deed,Victor Gischler,73582.0,54.36,7.35,2.73,1.07,1.67,"['Thriller', 'Action', 'Fiction']",2018.0

9635,Too Fat to Fish,Artie Lange & Anthony Bozza,96712.0,29.17,9.08,3.19,1.08,2.11,"['Biography', 'Nonfiction', 'Humor', 'Memoir', 'Comedy', 'Autobiography', 'Biography Memoir']",2008.0

9648,The Search,Osho,73439.0,26.07,12.16,3.79,0.89,2.9,"['Philosophy', 'Spirituality', 'Zen', 'Nonfiction']",2013.0

9658,Tracker 220,Jamie Krakover,87605.0,46.12,7.73,2.56,0.75,1.81,[],

9672,The Dark Compass,J. T. Williams,17900.0,48.53,8.51,2.28,0.52,1.77,['Fantasy'],2019.0

9674,Red War,Vince Flynn & Kyle Mills,94591.0,39.11,8.87,3.0,1.38,1.61,"['Fiction', 'Thriller', 'Espionage', 'Spy Thriller', 'Mystery Thriller', 'Suspense', 'Mystery']",2018.0

9688,Twelve Stories and a Dream,H. G. Wells,73413.0,43.78,6.93,3.5,1.33,2.18,"['Short Stories', 'Science Fiction', 'Classics', 'Fiction', 'Fantasy', 'Collections', 'Short Story Collection']",1906.0

