title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,genre,year
Undaunted,Jack Colrain,88117.0,58.08,7.54,2.09,0.67,1.43,['Science Fiction'],2021
Blood Is Another Word for Hunger,Rivers Solomon,6967.0,66.57,7.65,2.81,0.52,2.3,"['Fantasy', 'Short Stories', 'Horror', 'Historical Fiction', 'Fiction', 'LGBT', 'Paranormal']",2019
The Sinner,J. R. Ward,147103.0,48.04,8.38,2.63,0.76,1.86,[],nan
The Truth About Keeping Secrets,Savannah Brown,77517.0,36.57,10.38,3.9,1.55,2.36,"['Mystery', 'Young Adult', 'LGBT', 'Contemporary', 'Thriller', 'Fiction', 'Lesbian']",2019
Before the Storm,Christie Golden,89673.0,36.92,9.23,3.6,1.37,2.23,"['Fantasy', 'Warcraft', 'World Of Warcraft', 'Fiction', 'Audiobook', 'Gaming', 'Video Games']",2018
Trail of Poison,M. J. Richards,69702.0,41.57,8.77,2.8,0.73,2.07,[],nan
Flicker,Rebecca Rode,59340.0,46.27,8.36,3.72,1.33,2.39,"['Science Fiction', 'Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Dystopia', 'Science Fiction Fantasy']",2017
Winchelsea,Alex Preston,89917.0,59.99,5.75,2.7,0.63,2.08,"['Historical Fiction', 'Fiction', 'Historical', 'LGBT', 'Audiobook', 'Novels', 'Pirates']",2022
Agent of Prophecy,M. A. Rothman,70322.0,52.57,8.17,3.27,1.25,2.02,[],nan
The Fight,Aaron Leyshon,27033.0,57.18,6.0,2.47,0.64,1.82,[],2020
UnDivided,Neal Shusterman,108217.0,44.99,8.71,3.15,0.97,2.18,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Thriller', 'Teen']",2014
Then She Was Gone,Lisa Jewell,81336.0,53.04,8.72,3.76,1.41,2.35,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Crime']",2017
Quiet Until the Thaw,Alexandra Fuller,37170.0,70.9,6.1,2.7,0.77,1.92,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Contemporary', 'Native Americans', 'Adult Fiction', 'Adult']",2017
Peace Is Every Step,Thich Nhat Hanh,31184.0,39.04,8.74,2.83,0.96,1.88,"['Buddhism', 'Spirituality', 'Self Help', 'Nonfiction', 'Zen', 'Philosophy', 'Inspirational']",2005
The Hollow of Fear,Sherry Thomas,93216.0,33.89,9.34,3.4,1.11,2.29,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'Romance', 'Historical Mystery']",2018
Hunter’s Bounty,Takeshi Mori,81320.0,40.91,7.12,3.03,0.8,2.23,[],nan
On All Fronts,Clarissa Ward,89838.0,40.97,7.53,3.13,1.38,1.74,"['Nonfiction', 'Memoir', 'Journalism', 'Biography', 'War', 'Audiobook', 'Politics']",2020
Moving Pictures,Terry Pratchett,95020.0,56.52,8.16,3.66,1.66,2.0,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Magic']",1990
The Mute Swan,Cameron Jace,13058.0,56.32,7.77,2.53,0.83,1.7,"['Thriller', 'Short Stories']",2020
Seven Kings,John R. Fultz,146522.0,82.47,4.96,2.23,0.56,1.67,"['Fantasy', 'Fiction', 'Novels']",2013
Sorceress of Darshiva,David Eddings,114490.0,47.45,8.53,3.94,1.72,2.22,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Young Adult', 'Adventure']",1989
The Angel Trap,Michelle Madow,50028.0,32.73,9.81,3.14,1.09,2.05,"['Fantasy', 'Paranormal', 'Romance', 'Supernatural', 'Angels', 'Demons', 'Urban Fantasy']",2018
Out for the Night,A. J. Truman,68584.0,49.91,8.37,2.41,0.77,1.64,"['M M Romance', 'Romance', 'College', 'Contemporary', 'New Adult', 'Humor', 'Gay']",2017
Grim Expectations,Amanda M. Lee,92795.0,34.75,10.46,2.94,0.98,1.95,"['Paranormal', 'Cozy Mystery', 'Mystery', 'Fantasy', 'Romance', 'Paranormal Romance', 'Urban Fantasy']",2016
The Everything Sex Signs Book,Constance Stellas,55094.0,50.82,8.72,2.8,1.17,1.63,['Astrology'],2006
Nowhere to Run,Jack Slater,87961.0,35.56,8.81,3.1,0.87,2.22,['Thriller'],2017
A Killer’s Alibi,"William L. Myers, Jr.",118299.0,39.91,7.52,2.45,0.63,1.83,[],nan
Core of Confliction,Maquel A. Jacob,56430.0,42.65,7.42,2.68,0.86,1.82,['Science Fiction'],2014
Her Night with the Duke,Diana Quincy,87007.0,47.39,8.01,3.61,1.48,2.13,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Adult', 'Fiction', 'Regency']",2020
Born Again This Way,Rachel Gilson,39512.0,20.11,8.94,3.44,1.34,2.1,"['Christian', 'Sexuality', 'Nonfiction', 'Biography', 'Theology', 'Christian Living', 'Faith']",2020
Nightwatch on the Hinterlands,K. Eason,111612.0,52.81,7.47,2.87,0.86,2.0,"['Science Fiction', 'Mystery', 'Fantasy', 'Fiction', 'Adult', 'Thriller', 'Mystery Thriller']",2021
After America,Mark Steyn,118204.0,29.3,6.87,2.78,1.01,1.77,"['Politics', 'Nonfiction', 'History', 'Cultural', 'Economics', 'Political Science', 'American']",2010
Lethal Agent,Vince Flynn & Kyle Mills,99734.0,41.79,8.62,2.87,1.28,1.59,[],nan
The True Queen,Zen Cho,102949.0,32.5,10.1,2.65,0.87,1.78,"['Fantasy', 'Historical Fiction', 'Fiction', 'Historical', 'LGBT', 'Queer', 'Historical Fantasy']",2019
12 Rules for Life,Jordan B. Peterson,132591.0,25.39,8.5,4.27,1.93,2.34,"['Nonfiction', 'Psychology', 'Self Help', 'Philosophy', 'Personal Development', 'Audiobook', 'Unfinished']",2018
The Perdition Score,Richard Kadrey,94982.0,53.6,8.87,2.36,0.54,1.81,"['Urban Fantasy', 'Fantasy', 'Horror', 'Fiction', 'Supernatural', 'Audiobook', 'Magic']",2016
A Gruesome Discovery,Cora Harrison,89935.0,37.53,8.76,3.48,1.24,2.24,"['Ireland', 'Mystery', 'Historical Mystery', 'Historical', 'Mystery Thriller', 'Historical Fiction']",2018
The Verdict,Dan Decker,103562.0,19.03,12.04,3.12,1.1,2.03,[],2022
Net Force: Eye of the Drone,Jerome Preisler,36467.0,57.0,5.82,2.22,0.88,1.35,['Fiction'],2020
Slow River,Nicola Griffith,103451.0,57.23,8.73,2.94,0.93,2.01,"['Science Fiction', 'Fiction', 'LGBT', 'Queer', 'Lesbian', 'Speculative Fiction', 'Cyberpunk']",1995
Artemis Fowl,Eoin Colfer,56583.0,61.49,8.54,3.56,1.7,1.86,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Science Fiction', 'Adventure']",2001
Sword in the Stars,Amy Rose Capetta & Cori McCarthy,92036.0,49.63,7.79,2.97,1.11,1.86,"['Fantasy', 'Young Adult', 'Science Fiction', 'LGBT', 'Queer', 'Lesbian', 'Retellings']",2020
Beach Read,Emily Henry,96204.0,49.59,8.01,3.18,1.23,1.95,"['Romance', 'Contemporary', 'Fiction', 'Adult', 'Contemporary Romance', 'Chick Lit', 'Audiobook']",2020
Mysteries of Thorn Manor,Margaret Rogerson,33956.0,71.87,6.64,3.3,1.62,1.68,"['Fantasy', 'Young Adult', 'Romance', 'Novella', 'Young Adult Fantasy', 'Magic', 'Fiction']",2023
The Winter Vow,Tim Akers,131632.0,60.53,6.82,2.3,0.83,1.47,['Fantasy'],2018
Place for Us,Fatima Farheen Mirza,137986.0,44.62,8.67,2.92,0.66,2.26,"['Fiction', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Family', 'Adult', 'India']",2018
The Taste of Ginger,Mansi Shah,94809.0,36.97,9.59,2.89,0.82,2.07,"['Fiction', 'Contemporary', 'India', 'Historical Fiction', 'Romance', 'Literary Fiction', 'Race']",2021
Eight Little Piggies,Stephen Jay Gould,137179.0,40.45,4.67,3.41,1.51,1.9,"['Science', 'Nonfiction', 'Evolution', 'Biology', 'Essays', 'Natural History', 'History']",1993
Signalz,F. Paul Wilson,50953.0,43.59,8.64,3.2,0.86,2.34,"['Horror', 'Fantasy', 'Thriller', 'Science Fiction', 'Fiction', 'Adventure']",2020
Holding Up the Universe,Jennifer Niven,80788.0,41.07,9.6,2.99,0.83,2.15,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Mental Health', 'Realistic Fiction', 'Audiobook']",2016
Victim of Innocence,Michael Wood,20765.0,43.37,9.84,2.83,0.97,1.86,"['Crime', 'Thriller', 'Fiction', 'Short Stories']",2019
Superhuman,Rowan Hooper,92675.0,29.59,8.48,3.07,1.2,1.87,"['Nonfiction', 'Science', 'Psychology', 'Health', 'Productivity', 'Philosophy', 'Brain']",2018
Endgame,A. K. Duboff,58391.0,31.92,9.18,2.74,0.78,1.95,[],nan
Nancy Drew: Trouble In Tahiti,Carolyn Keene,29789.0,61.35,6.66,2.93,1.25,1.68,"['Mystery', 'Young Adult', 'Childrens', 'Fiction', 'Mystery Thriller', 'Classics', 'Juvenile']",1987
Conflicted,Ian Leslie,72318.0,20.13,7.96,3.01,1.3,1.71,"['Nonfiction', 'Psychology', 'Business', 'Communication', 'Self Help', 'Leadership', 'Science']",2021
Entitled How Male Privilege Hurts Women,Kate Manne,50105.0,23.35,7.57,4.4,2.21,2.19,"['Nonfiction', 'Feminism', 'Philosophy', 'Politics', 'Sociology', 'Womens', 'Gender']",2020
Evil Impulse,Leigh Russell,83509.0,30.19,10.97,3.26,1.36,1.9,['Crime'],2021
Legion,Iain Rob Wright,87151.0,45.5,8.02,2.36,0.64,1.72,[],nan
"HALO, Legacy of Onyx",Matt Forbeck,113724.0,35.22,8.12,3.33,1.34,1.99,"['Science Fiction', 'Audiobook', 'Fiction', 'Video Games', 'Military Fiction']",2017
Timekeeper,Tara Sim,93436.0,49.68,7.99,2.76,0.91,1.85,"['Fantasy', 'Young Adult', 'LGBT', 'Steampunk', 'Romance', 'Historical Fiction', 'Historical']",2016
Morrigan’s Cross,Nora Roberts,105108.0,52.88,8.9,2.82,0.69,2.13,"['Romance', 'Fantasy', 'Paranormal', 'Paranormal Romance', 'Vampires', 'Fiction', 'Magic']",2006
Drowning King,Emily Holleman,124652.0,54.87,7.1,2.77,0.8,1.97,"['Historical Fiction', 'Fiction', 'Historical', 'Egypt', 'Adult', 'Africa', 'Mythology']",2017
Now You See Me,Kierney Scott,93105.0,42.38,9.81,2.63,0.88,1.74,[],nan
Kill and Tell,James Patterson & Scott Slaven,23887.0,34.89,8.35,3.95,1.65,2.31,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Novella', 'Short Stories']",2017
Dansk Bay Hotel,Matthew Cornachione,18879.0,53.0,8.81,2.89,0.94,1.95,[],2017
Silver,Rob Kidd,14984.0,46.8,7.02,4.14,2.07,2.08,"['Pirates', 'Fantasy', 'Adventure', 'Childrens', 'Young Adult', 'Fiction', 'Middle Grade']",2007
Ralph S. Mouse,Beverly Cleary,19134.0,54.16,7.38,2.35,0.59,1.76,"['Childrens', 'Fiction', 'Fantasy', 'Middle Grade', 'Animals', 'Classics', 'Young Adult']",1965
Hardball,Sara Paretsky,131516.0,42.16,8.13,2.48,0.74,1.73,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'Detective', 'Audiobook']",2009
The Hunchback of Notre Dame,Victor Hugo,181070.0,52.83,5.78,2.62,0.9,1.72,"['Classics', 'Fiction', 'Historical Fiction', 'France', 'Literature', 'French Literature', 'Gothic']",1831
The Vision of the Anointed,Thomas Sowell,90149.0,17.71,6.74,3.32,1.49,1.83,"['Politics', 'Nonfiction', 'Economics', 'Philosophy', 'History', 'Cultural', 'Sociology']",1995
"God, Human, Animal, Machine",Meghan O’Gieblyn,76734.0,24.09,7.34,3.13,1.51,1.62,"['Nonfiction', 'Philosophy', 'Science', 'Technology', 'Religion', 'Psychology', 'Spirituality']",2021
The Bright Lands,John Fram,112123.0,53.42,7.38,2.3,0.69,1.6,"['Horror', 'Mystery', 'Fiction', 'Thriller', 'LGBT', 'Mystery Thriller', 'Queer']",2020
Milk Fed,Melissa Broder,63673.0,66.85,7.99,3.17,1.09,2.09,"['Fiction', 'Contemporary', 'LGBT', 'Queer', 'Romance', 'Literary Fiction', 'Lesbian']",2021
Perfect Storm,Riley Flynn,80563.0,59.72,7.96,2.28,0.67,1.61,['Post Apocalyptic'],2018
Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire Sáenz,,,,,,,"['Young Adult', 'LGBT', 'Romance', 'Contemporary', 'Fiction', 'Queer', 'Audiobook']",2012
You Belong to Me,Elizabeth McGregor,86889.0,52.6,8.1,3.24,1.27,1.98,['Thriller'],1988
Caleb,Dale Mayer,55029.0,29.95,9.48,4.27,1.35,2.92,[],nan
What Do You Care What Other People Think?,Richard P. Feynman,56074.0,28.25,9.34,3.61,0.78,2.83,"['Science', 'Nonfiction', 'Biography', 'Physics', 'Memoir', 'History', 'Philosophy']",1988
I’ll Show Myself Out,Jessi Klein,67470.0,44.65,8.72,4.11,1.78,2.33,"['Nonfiction', 'Memoir', 'Essays', 'Parenting', 'Audiobook', 'Humor', 'Adult']",2022
Till Death Do Us Part,M. L. Roberts,27346.0,35.01,9.72,3.05,0.83,2.22,[],2018
Into the Woods,David Mark,109991.0,68.35,8.16,2.44,1.0,1.44,[],nan
Across the Desert,Dusti Bowling,50705.0,52.96,8.77,3.68,1.21,2.47,"['Middle Grade', 'Adventure', 'Realistic Fiction', 'Survival', 'Contemporary', 'Fiction', 'Childrens']",2021
An Unnatural Life,Erin K. Wagner,26331.0,53.72,7.19,2.41,0.89,1.52,"['Science Fiction', 'Novella', 'Fiction', 'Science Fiction Fantasy', 'Robots', 'Fantasy', 'Artificial Intelligence']",2020
Inside Cut,Tom Fowler,72232.0,38.12,7.04,2.46,0.67,1.79,"['Mystery', 'Action']",2019
Howl’s Moving Castle,Diana Wynne Jones,75642.0,66.03,7.78,3.52,1.33,2.19,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Middle Grade', 'Magic', 'Childrens']",1986
Beasts of Prey,Ayana Gray,121908.0,50.28,8.1,3.07,1.27,1.81,"['Fantasy', 'Young Adult', 'Fiction', 'Young Adult Fantasy', 'Mythology', 'Magic', 'Romance']",2021
Never Have I Ever,Isabel Yap,98911.0,56.65,8.23,3.26,1.14,2.12,"['Short Stories', 'Horror', 'Fantasy', 'Fiction', 'Science Fiction', 'LGBT', 'Anthologies']",2021
Journey of the Pharaohs,Clive Cussler & Graham Brown,96654.0,54.19,6.57,2.36,0.86,1.5,"['Fiction', 'Adventure', 'Thriller', 'Action', 'Mystery', 'Audiobook', 'Historical Fiction']",2020
Epitaph,Anita Waller,74827.0,33.56,10.39,3.01,1.12,1.89,[],nan
The October Country,Ray Bradbury,85595.0,70.55,5.88,2.9,0.96,1.94,"['Horror', 'Short Stories', 'Fiction', 'Fantasy', 'Science Fiction', 'Classics', 'Halloween']",1955
Afterglow,Tim Jordan,103346.0,62.0,4.91,2.35,0.93,1.42,[],nan
A Merciful Truth,Kendra Elliot,90438.0,43.35,8.68,2.39,0.98,1.41,"['Mystery', 'Romantic Suspense', 'Fiction', 'Crime', 'Thriller', 'Romance', 'Suspense']",2017
Harrow A Novel,Joy Williams,59280.0,47.17,10.06,3.29,1.25,2.04,[],nan
The Tomb,S. R. Bodeen,48384.0,48.28,7.97,2.78,0.83,1.95,"['Science Fiction', 'Young Adult', 'Romance', 'Fiction', 'Adventure', 'Space', 'Fantasy']",2018
The Liar’s Wife,Samantha Hayes,101269.0,55.4,7.64,3.18,1.05,2.13,"['Thriller', 'Psychological Thriller', 'Fiction', 'Mystery Thriller', 'Mystery', 'Suspense', 'Audiobook']",2018
Stillbright,Daniel M. Ford,192592.0,52.33,6.53,3.25,1.35,1.9,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction']",2017
The Smartphone Society,Nicole Aschoff,62855.0,29.54,5.44,2.73,1.16,1.56,"['Nonfiction', 'Technology', 'Politics', 'Economics', 'Sociology']",2020
Empire,Gore Vidal,194923.0,37.45,8.74,4.02,1.42,2.6,"['Biography', 'Nonfiction', 'Politics', 'History', 'Biography Memoir', 'LGBT', 'Writing']",2015
Hunting of Men,Lance J. Lorusso,111056.0,32.74,7.72,2.57,0.72,1.85,[],2020
Scorpia Rising,Anthony Horowitz,101016.0,42.9,10.62,3.08,1.0,2.08,"['Young Adult', 'Fiction', 'Adventure', 'Espionage', 'Mystery', 'Action', 'Thriller']",2011
All Bell Breaks Loose,Jeremy Waldron,96353.0,34.77,8.85,2.58,0.76,1.82,"['Thriller', 'Mystery', 'Fiction', 'Amazon']",2020
Light It Up,Nick Petrie,99015.0,58.49,7.23,2.48,0.74,1.74,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Action', 'Mystery Thriller']",2018
The Cascade Killer,Rob Phillips,59659.0,50.5,7.85,2.79,0.86,1.93,"['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Amazon']",2020
Stolen Son,Cole Baxter,69072.0,30.41,10.03,3.46,1.35,2.11,"['Mystery', 'Thriller', 'Mystery Thriller', 'Fiction', 'Psychological Thriller']",2018
The Verdict,Olivia Isaac-Henry,92618.0,42.54,9.39,2.4,0.69,1.72,"['Mystery', 'Thriller', 'Suspense', 'Crime', 'Mystery Thriller', 'Fiction', 'The United States Of America']",2019
The Ancient Nine,Ian K. Smith,138523.0,49.11,7.16,2.73,0.97,1.75,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Historical Fiction', 'Adult']",2018
Someone Always Knows,Marcia Muller,61909.0,43.19,8.33,3.11,1.07,2.04,"['Mystery', 'Fiction', 'Audiobook', 'Detective', 'Murder Mystery', 'Mystery Thriller', 'Crime']",2016
Six Hard Days in Andalusia,Damian Vargas,98422.0,48.86,6.74,3.3,1.24,2.05,[],2018
The Sunday Girl,Pip Drysdale,76653.0,52.63,8.14,3.11,0.89,2.22,"['Thriller', 'Fiction', 'Mystery', 'Suspense', 'Mystery Thriller', 'Crime', 'Adult']",2018
The Fourth Estate,Jeffrey Archer,188483.0,29.5,7.84,2.68,1.01,1.66,"['Fiction', 'Thriller', 'Drama', 'Historical Fiction', 'Novels', 'Mystery Thriller', 'Contemporary']",1996
Guise,Jack A. Salva,98903.0,46.38,7.19,3.18,1.39,1.78,[],nan
Star Wars: Outbound Flight,Timothy Zahn,117277.0,32.12,8.01,3.72,1.81,1.91,"['Star Wars', 'Science Fiction', 'Fiction', 'Fantasy', 'Space Opera', 'Science Fiction Fantasy', 'Adventure']",2006
Phule’s Company,Robert Asprin,73142.0,31.58,8.57,3.45,1.53,1.92,[],2017
Close to Me,Amanda Reynolds,98797.0,50.61,7.82,3.11,0.83,2.28,"['Thriller', 'Fiction', 'Mystery', 'Psychological Thriller', 'Suspense', 'Mystery Thriller', 'Crime']",2017
Lionel Asbo,Martin Amis,82244.0,57.07,6.65,3.14,1.06,2.08,"['Fiction', 'Humor', 'British Literature', 'Novels', 'Contemporary', 'Literary Fiction', 'Literature']",2012
The Break Line,James Brabazon,93089.0,60.74,6.97,2.56,0.87,1.69,"['Thriller', 'Fiction', 'Mystery', 'Action', 'Adult', 'Suspense', 'Audiobook']",2018
Resistance,Mara Timon,92842.0,45.38,8.43,2.2,0.6,1.61,"['Historical Fiction', 'Fiction', 'Espionage']",2021
The Lunar Express,Killian Carter,51970.0,53.93,7.86,2.06,0.66,1.4,[],2021
The Three Paradises,Robert Fabbri,127458.0,35.03,8.21,3.22,0.79,2.43,"['Historical Fiction', 'Fiction', 'Historical']",2021
Zenith,Sasha Alsberg & Lindsay Cummings,14370.0,62.5,6.14,2.11,0.59,1.52,"['Science Fiction', 'Young Adult', 'Fantasy', 'New Adult', 'Space', 'Fiction', 'Audiobook']",2018
The Light of Life,Edward W. Robertson,166882.0,54.19,8.13,2.8,0.8,2.0,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Audiobook', 'High Fantasy', 'Science Fiction Fantasy']",2017
Wicked,Sara Shepard,68410.0,58.36,7.93,3.37,1.47,1.9,"['Young Adult', 'Tv']",2011
The Garden Square,Marguerite Duras,23606.0,17.3,12.26,4.74,1.37,3.37,"['Fiction', 'France', 'French Literature', 'Novels', 'Literature', 'Classics', 'Female Authors']",1955
Jekyll and Hyde Inc.,Simon R. Green,81758.0,43.34,8.06,3.81,1.8,2.01,"['Fantasy', 'Urban Fantasy', 'Horror', 'Science Fiction', 'Paranormal', 'Vampires', 'Novels']",2021
What Happens In Paradise,Elin Hilderbrand,88319.0,44.97,9.39,2.75,0.82,1.93,"['Fiction', 'Romance', 'Chick Lit', 'Audiobook', 'Contemporary', 'Mystery', 'Adult']",2019
Can Democracy Work?,James Miller,79047.0,19.43,4.56,2.92,1.59,1.33,"['Politics', 'History', 'Nonfiction', 'Philosophy', 'Government', 'Political Science']",2018
The Unsuitable,Molly Pohlig,78689.0,46.89,9.1,3.62,1.43,2.19,"['Horror', 'Historical Fiction', 'Gothic', 'Fiction', 'Historical', 'Fantasy', 'Adult']",2020
West of Eden,Jean Stein,105552.0,33.29,9.38,3.19,0.98,2.21,"['Nonfiction', 'History', 'Biography', 'Film', 'Oral History', 'Pop Culture', 'Memoir']",2016
The Volunteer,J. B. Cantwell,132083.0,40.93,9.22,3.25,0.97,2.28,"['Dystopia', 'Fiction']",2019
A Court of Mist and Fury,Sarah J. Maas,185505.0,57.74,7.48,2.75,0.78,1.96,"['Fantasy', 'Romance', 'Young Adult', 'New Adult', 'Fae', 'Fiction', 'Magic']",2016
Song for the Unraveling of the World,Brian Evenson,65753.0,41.15,9.01,3.97,1.46,2.51,"['Horror', 'Short Stories', 'Fiction', 'Fantasy', 'Weird Fiction', 'Science Fiction', 'Adult']",2019
The Einstein Intersection,Samuel R. Delany,39347.0,68.0,6.97,2.56,0.56,2.0,"['Science Fiction', 'Fiction', 'Fantasy', 'Speculative Fiction', 'Mythology', 'Science Fiction Fantasy', 'Classics']",1967
Titanic on Trial,Nic Compton,86491.0,37.83,8.25,2.72,0.91,1.81,"['Nonfiction', 'History', '20th Century', 'American History', 'Literary Fiction', 'Autobiography', 'Historical']",2012
Day of the Predator,Alex Scarrow,106007.0,57.19,7.21,3.66,1.56,2.1,"['Science Fiction', 'Young Adult', 'Time Travel', 'Fantasy', 'Adventure', 'Fiction', 'Action']",2010
The Castlemaine Murders,Kerry Greenwood,76873.0,55.43,8.53,3.21,1.11,2.09,"['Mystery', 'Historical Fiction', 'Fiction', 'Crime', 'Historical', 'Australia', 'Historical Mystery']",2003
Size Zero,Abigail Mangin,120290.0,84.7,6.26,2.06,0.75,1.31,"['Thriller', 'Horror', 'Mystery', 'Fiction', 'Mystery Thriller', 'Science Fiction', 'Crime']",2020
The Teeth of the Tiger,Tom Clancy,150154.0,30.61,8.94,3.65,1.3,2.35,"['Fiction', 'Thriller', 'Action', 'Espionage', 'Military Fiction', 'Adventure', 'Mystery']",2003
A Thousand Steps,T. Jefferson Parker,101231.0,75.25,6.48,2.58,0.83,1.75,"['Historical Fiction', 'Mystery', 'Fiction', 'Mystery Thriller', 'Thriller', 'Coming Of Age', 'Suspense']",2022
Broken Silence,Liz Mistry,109312.0,43.56,8.64,2.71,0.75,1.96,[],nan
Buddhism: A Very Short Introduction,Damien Keown,40490.0,21.84,6.11,2.71,1.11,1.6,"['Religion', 'Nonfiction', 'Buddhism', 'Philosophy', 'History', 'Spirituality', 'Theology']",1996
The Diary of a Serial Killer’s Daughter,L. A. Detwiler,75192.0,37.01,10.24,3.1,0.75,2.35,[],nan
Spring Cleaning,Antonio Manzini,99844.0,46.75,8.23,2.89,0.85,2.03,"['Crime', 'Mystery', 'Italian Literature', 'Fiction', 'Thriller', 'Italy', 'Noir']",2015
Zipped,Laura McNeal & Tom McNeal ,,,,,,,"['Young Adult', 'Fiction', 'Realistic Fiction', 'Contemporary', 'Family']",2003
The Buried,Kathryn Casey,77381.0,49.5,6.58,2.18,0.61,1.56,[],nan
Where the Edge Is,Gráinne Murphy,,,,,,,"['Fiction', 'Irish Literature', 'Contemporary', 'Ireland']",2020
The Window and the Mirror,Henry Thomas,110365.0,54.51,6.97,2.83,1.07,1.76,['Fantasy'],2019
Feed,Mira Grant,149408.0,39.0,5.69,2.61,1.02,1.6,"['Horror', 'Zombies', 'Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Young Adult']",2010
The Day of the Duchess,Sarah MacLean,102072.0,36.61,8.64,3.22,1.13,2.09,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Fiction', 'Regency', 'Adult']",2017
The Dead Girl’s Stilettos,Quinn Avery,54242.0,48.98,7.93,2.27,0.97,1.3,"['Mystery', 'Fiction', 'Mystery Thriller', 'Thriller', 'Suspense']",2019
The Wave,Kristen Crusoe,77112.0,58.64,7.43,2.6,0.62,1.98,[],2021
Burn,Maya Banks,106058.0,38.86,9.31,3.7,1.28,2.41,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult']",2013
Healing the Fragmented Selves of Trauma Survivors,Janina Fisher,111380.0,19.95,7.36,3.24,1.22,2.01,"['Psychology', 'Mental Health', 'Nonfiction', 'Self Help', 'Counselling', 'Health', 'Social Work']",2016
Arielle Rainbow,Yumoyori Wilson,66765.0,42.79,8.14,2.56,0.86,1.7,"['Reverse Harem', 'Fantasy', 'Shapeshifters', 'Paranormal', 'Menage', 'Romance', 'Magic']",2018
A Supposedly Fun Thing I’ll Never Do Again,David Foster Wallace,115569.0,56.2,6.17,3.29,1.6,1.69,"['Nonfiction', 'Essays', 'Humor', 'Short Stories', 'Memoir', 'American', 'Philosophy']",1997
