,title,author,total words,vividness,passive voice,all adverbs,ly-adverbs,non-ly-adverbs,genre,year
10170,A Venom Dark and Sweet,Judy I. Lin,91207.0,57.68,6.53,2.4,0.66,1.74,"['Fantasy', 'Young Adult', 'Magic', 'Romance', 'Fiction', 'Mythology', 'Young Adult Fantasy']",2022.0
10171,Flowers of Darkness,Tatiana de Rosnay,75364.0,45.47,8.97,3.04,1.01,2.03,"['Fiction', 'Mystery', 'France', 'Audiobook', 'Suspense', 'Thriller', 'Science Fiction']",2020.0
10172,Inherent Vice,Thomas Pynchon,118243.0,48.17,7.56,3.37,1.15,2.22,"['Fiction', 'Mystery', 'Crime', 'Novels', 'Noir', 'Literature', 'American']",2009.0
10173,Akata Woman,Nnedi Okorafor,91244.0,59.74,8.06,3.1,0.92,2.18,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Africa', 'Audiobook', 'Urban Fantasy']",2022.0
10174,Perish,LaToya Watkins,95982.0,39.2,7.22,2.3,0.42,1.88,"['Fiction', 'Historical Fiction', 'Contemporary', 'Literary Fiction', 'African American', 'Adult', 'Historical']",2022.0
10175,When I Was You,Amber Garza,80648.0,52.39,8.84,3.26,1.17,2.09,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Psychological Thriller']",2020.0
10176,The Loss of What We Never Had,Carolyn Thornman,75509.0,74.56,5.13,1.89,0.52,1.37,['Fiction'],2019.0
10177,A Deathly Silence,Jane Isaac,76924.0,47.92,8.21,2.22,0.78,1.44,"['Fiction', 'Crime', 'Thriller', 'Mystery']",2019.0
10178,And So It Begins,Rachel Abbott,99029.0,31.13,10.66,2.92,0.99,1.93,"['Thriller', 'Mystery', 'Crime', 'Fiction', 'Mystery Thriller', 'Psychological Thriller', 'Suspense']",2018.0
10179,Beauty’s Rose,Shonna Slayton,76558.0,58.52,8.3,2.87,0.81,2.05,"['Beauty and The Beast', 'Fantasy', 'Retellings', 'Fairy Tales', 'Fairy Tale Retellings', 'Historical Fiction']",2019.0
10180,Cold Welcome,Elizabeth Moon,134328.0,43.09,8.93,2.88,0.84,2.04,"['Science Fiction', 'Space Opera', 'Fiction', 'Military Fiction', 'Military Science Fiction', 'Space', 'Science Fiction Fantasy']",2017.0
10181,Gutter Punks,Kristi Scott,53210.0,61.03,7.43,2.68,0.83,1.85,"['Mystery', 'Young Adult', 'Suspense']",2018.0
10182,The Perfect Poison,Amanda Quick,87163.0,39.97,8.37,3.48,1.53,1.95,"['Romance', 'Historical Romance', 'Paranormal', 'Historical', 'Mystery', 'Paranormal Romance', 'Historical Fiction']",2009.0
10183,Galapagos,Kurt Vonnegut,67635.0,41.39,9.24,3.91,1.09,2.82,"['Fiction', 'Science Fiction', 'Classics', 'Humor', 'Literature', 'Novels', 'American']",1985.0
10184,Nantucket Penny,Steven Axelrod,76471.0,45.36,7.88,2.5,0.75,1.76,['Mystery'],2020.0
10185,The Heart Beats in Secret,Katie Munnik,98709.0,64.94,8.56,2.97,0.63,2.34,"['Historical Fiction', 'Fiction', 'Canada']",2020.0
10186,Smile and be a Villain,Jeanne M. Dams,75217.0,35.7,10.28,3.61,1.21,2.4,"['Mystery', 'Cozy Mystery', 'British Literature']",2021.0
10187,"Climate, A New Story",Charles Eisenstein,92356.0,43.43,6.79,3.07,1.29,1.78,"['Nonfiction', 'Environment', 'Science', 'Climate Change', 'Nature', 'Ecology', 'Philosophy']",2018.0
10188,The Ordeal of the Haunted Room,Jodi Taylor,23909.0,47.02,8.29,4.33,1.87,2.46,"['Time Travel', 'Science Fiction', 'Fantasy', 'Fiction', 'Short Stories', 'Historical Fiction', 'Mystery']",2020.0
10189,Master of the Phantom Isle,Brandon Mull,108877.0,52.49,8.13,2.58,1.0,1.58,"['Fantasy', 'Middle Grade', 'Young Adult', 'Dragons', 'Fiction', 'Adventure', 'Childrens']",2019.0
10190,Prognosis,Sarah Vallance,83939.0,41.16,7.68,2.35,0.75,1.6,"['Memoir', 'Nonfiction', 'Biography', 'Health', 'Psychology', 'Medical', 'Science']",2019.0
10191,Born a Crime,Trevor Noah,87136.0,38.55,9.86,2.74,0.7,2.04,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Humor', 'Autobiography', 'Africa']",2016.0
10192,Wonder Valley,Ivy Pochoda,95341.0,65.15,7.15,2.11,0.35,1.77,"['Fiction', 'Mystery', 'Contemporary', 'Literary Fiction', 'Adult', 'Novels', 'Unfinished']",2017.0
10193,Incantations and Inmates,Helen Scott & May Dawson,49897.0,36.96,8.85,3.3,1.15,2.15,"['Reverse Harem', 'Paranormal Romance', 'Paranormal', 'Shapeshifters']",2020.0
10194,The Forger’s Daughter,Bradford Morrow,71402.0,43.05,7.82,3.25,1.14,2.11,"['Fiction', 'Mystery', 'Mystery Thriller', 'Thriller', 'Crime', 'Books About Books', 'Suspense']",2020.0
10195,Hopebreaker,Dean F. Wilson,53769.0,43.77,7.46,3.18,0.94,2.23,"['Steampunk', 'Fantasy', 'Science Fiction', 'Dystopia', 'Fiction', 'Amazon', 'Audiobook']",2014.0
10196,Falling Through Stars,Staci Olsen,78095.0,62.96,6.05,2.3,0.56,1.74,"['Fantasy', 'Mythology']",2021.0
10197,Galveston,Sean Stewart,138804.0,75.72,6.88,2.57,0.94,1.62,"['Fantasy', 'Fiction', 'Magical Realism', 'Urban Fantasy', 'Science Fiction Fantasy', 'Science Fiction', 'Horror']",2000.0
10198,Savage Theories,Pola Oloixarac,67768.0,53.15,5.67,2.89,1.38,1.52,"['Fiction', 'Novels', 'Literary Fiction', 'Contemporary', 'Philosophy', 'Unfinished', 'Literature']",2008.0
10199,The Lion and the Unicorn,Christopher G. Nuttall,119847.0,35.77,10.72,3.48,1.55,1.94,['Science Fiction'],2020.0
10200,Watch Me,Angela Clarke,86190.0,50.82,9.42,1.95,0.6,1.35,"['Thriller', 'Fiction', 'Crime', 'Mystery', 'Mystery Thriller']",2017.0
10201,Blood Relations,Jonathan Moore,99918.0,49.32,8.89,2.32,0.52,1.8,"['Mystery', 'Thriller', 'Fiction', 'Mystery Thriller', 'Crime', 'Science Fiction', 'Noir']",2019.0
10202,Pipe Dreams,Chelsea Wald,74704.0,67.95,5.42,2.86,1.06,1.8,"['Nonfiction', 'Science', 'History', 'Technology', 'Nature', 'Environment', 'Audiobook']",2021.0
10203,Pieces Of Our Past,James Hunt,70034.0,29.42,9.13,2.79,0.85,1.94,"['Mystery', 'Fiction', 'Suspense']",2021.0
10204,A Demon’s Debt,Cece Rose,60676.0,49.87,7.82,3.81,1.77,2.04,"['Reverse Harem', 'Demons', 'Paranormal', 'Urban Fantasy', 'Paranormal Romance', 'Fae', 'Fantasy']",2017.0
10205,Bramble and the Rose,Tom Bouman,53502.0,52.32,7.77,2.33,0.45,1.88,"['Mystery', 'Fiction', 'Mystery Thriller', 'Thriller', 'Crime']",2020.0
10206,Burn This Book,Toni Morrison,25125.0,26.8,6.69,3.24,1.35,1.89,"['Nonfiction', 'Essays', 'Writing', 'Politics', 'Books About Books', 'Short Stories', 'Anthologies']",2009.0
10207,A Simple Lie,Mary Bush,86567.0,34.33,9.78,3.38,1.28,2.1,"['Thriller', 'Psychological Thriller', 'Mystery', 'Suspense', 'Fiction']",2019.0
10208,The 13th Hour,Brigitta Moon,62666.0,43.47,8.33,1.88,0.45,1.42,['Crime'],2019.0
10209,Mrs March,Virginia Feito,76087.0,71.04,6.21,3.25,1.31,1.94,"['Fiction', 'Thriller', 'Mystery', 'Historical Fiction', 'Audiobook', 'Mystery Thriller', 'Suspense']",2021.0
10210,Stealing the Crown,T. P. Fielden,82586.0,33.33,9.67,3.43,1.26,2.17,"['Historical Fiction', 'Mystery', 'Crime', 'Historical', 'Fiction', 'World War II', 'Historical Mystery']",2020.0
10211,Half Gods,Akil Kumarasamy,60926.0,65.89,5.71,1.95,0.59,1.36,"['Short Stories', 'Fiction', 'India', 'Adult', 'Literary Fiction', 'Asian Literature', 'Asia']",2018.0
10212,A Fair Maiden,Joyce Carol Oates,49919.0,59.8,8.57,3.61,1.48,2.14,"['Fiction', 'Literary Fiction', 'Contemporary', 'Literature', 'Audiobook', 'Novels', 'Drama']",2010.0
10213,The Hardy Boys: The Secret of Sigma Seven,Franklin W. Dixon,32171.0,41.46,7.83,2.85,1.04,1.8,"['Mystery', 'Fiction', 'Childrens', 'Collections', 'Classics', 'Young Adult']",1991.0
10214,The Hammer of Thor,Rick Riordan,110681.0,61.02,7.72,2.81,0.92,1.89,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'LGBT']",2016.0
10215,Dead in the Water,Simon Bower,76163.0,43.99,7.69,3.23,1.46,1.77,['Fiction'],2018.0
10216,The Favorite Sister,Jessica Knoll,130215.0,49.33,8.13,2.73,1.02,1.71,"['Fiction', 'Mystery', 'Thriller', 'Mystery Thriller', 'Audiobook', 'Chick Lit', 'Adult']",2018.0
10217,The Island of the Colorblind,Oliver Sacks,57328.0,58.72,6.56,3.53,1.48,2.05,"['Nonfiction', 'Science', 'Psychology', 'Travel', 'Medicine', 'Neuroscience', 'Medical']",1996.0
10218,Golden State,Ben H. Winters,89257.0,51.11,7.53,2.74,0.95,1.79,"['Fiction', 'Science Fiction', 'Dystopia', 'Mystery', 'Speculative Fiction', 'Science Fiction Fantasy', 'Mystery Thriller']",2019.0
10219,The Spider Dance,Nick Setchfield,90273.0,77.78,6.68,2.57,0.98,1.6,"['Fantasy', 'Novels', 'Horror']",2019.0
10220,The Hunt for Mount Everest,Craig Storti,91570.0,35.84,6.46,3.27,1.43,1.84,"['History', 'Nonfiction', 'Mountaineering', 'Adventure', 'Travel', 'Asia']",2021.0
10221,I Know This Much Is True,Wally Lamb,289968.0,41.91,7.76,2.3,0.48,1.82,"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Adult Fiction', 'Mental Illness', 'Adult']",1998.0
10222,The Deer Camp,Dean Kuipers,121064.0,58.91,7.44,2.63,0.86,1.78,"['Memoir', 'Nonfiction', 'History', 'Nature', 'Adult', 'Biography']",2019.0
10223,A Mousetrap for Darwin,Michael J. Behe,164865.0,33.09,7.32,4.1,1.95,2.16,['Science'],2020.0
10224,Take No Names,Daniel Nieh,75412.0,69.55,5.32,2.13,0.47,1.65,"['Thriller', 'Fiction', 'Mystery Thriller', 'Mystery', 'Suspense', 'Crime']",2022.0
10225,Of Books and Bagpipes,Paige Shelton,80100.0,32.06,9.59,2.86,1.05,1.81,"['Mystery', 'Cozy Mystery', 'Fiction', 'Scotland', 'Audiobook', 'Contemporary', 'Books About Books']",2017.0
10226,What I Loved,Siri Hustvedt,142413.0,50.05,7.01,2.32,0.82,1.5,"['Fiction', 'Contemporary', 'Art', 'Literary Fiction', 'Novels', 'The United States Of America', 'New York']",2002.0
10227,The Lightest Object in the Universe,Kimi Eisele,94379.0,72.47,6.38,2.56,0.67,1.89,"['Fiction', 'Science Fiction', 'Post Apocalyptic', 'Dystopia', 'Romance', 'Apocalyptic', 'Speculative Fiction']",2019.0
10228,The Sea-Wolf,Jack London,105760.0,49.46,7.38,3.17,1.31,1.87,"['Classics', 'Fiction', 'Adventure', 'Literature', 'Historical Fiction', 'Novels', 'American']",1904.0
10229,Meadowcity,Liz Delton,74704.0,63.05,5.83,3.28,1.49,1.79,"['Fantasy', 'Young Adult']",2014.0
10230,Headstrong,Rachel Swaby,57473.0,40.03,5.63,2.73,1.18,1.56,"['Nonfiction', 'Science', 'History', 'Feminism', 'Biography', 'Womens', 'Historical']",2015.0
10231,The Hidden Island,Angela Corner,74787.0,51.44,9.56,2.35,0.58,1.77,['Fiction'],2016.0
10232,Wicked Abyss,Kresley Cole,99070.0,55.81,8.56,2.75,0.78,1.98,"['Paranormal', 'Paranormal Romance', 'Romance', 'Fantasy', 'Demons', 'Urban Fantasy', 'Fae']",2017.0
10233,Final Bearing,George Wallace & Don Keith,155724.0,58.5,6.6,2.87,1.18,1.69,"['Fiction', 'Thriller', 'Military Fiction', 'Action', 'War', 'Amazon', 'Adventure']",2003.0
10234,Juniper and Thorn,Ava Reid,103937.0,74.26,6.99,2.8,0.85,1.95,"['Fantasy', 'Horror', 'Gothic', 'Adult', 'Retellings', 'Fiction', 'Historical Fiction']",2022.0
10235,Unnatural Habits,Kerry Greenwood,91177.0,54.28,8.46,3.2,1.06,2.14,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Crime', 'Australia', 'Historical Mystery']",2012.0
10236,Redemption Point,Candice Fox,117104.0,50.76,8.18,2.5,1.01,1.49,"['Mystery', 'Thriller', 'Crime', 'Fiction', 'Audiobook', 'Australia', 'Suspense']",2018.0
10237,Death on Lily Pond Lane,Carrie Doyle,90516.0,51.84,8.95,3.19,1.31,1.88,"['Mystery', 'Cozy Mystery', 'Fiction']",2016.0
10238,The Lion and The Rose,Kate Quinn,156547.0,56.93,7.55,3.05,0.97,2.07,"['Historical Fiction', 'Historical', 'Fiction', 'Italy', 'Romance', '15th Century', 'Audiobook']",2014.0
10239,Children of War,Ahmet Yorulmaz,42031.0,41.24,7.58,2.4,0.76,1.64,"['Historical Fiction', 'Fiction', 'Turkish Literature']",2002.0
10240,A Matter of Choice,Nora Roberts,62496.0,47.36,8.21,3.29,1.37,1.92,"['Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Romantic Suspense', 'Mystery', 'Suspense']",1984.0
10241,A Shout in the Ruins,Kevin Powers,69018.0,50.24,6.92,2.82,0.9,1.93,"['Fiction', 'Historical Fiction', 'War', 'Civil War', 'Historical', 'Southern', 'Contemporary']",2018.0
10242,Never the Wind,Francesco Dimitri,84840.0,46.17,9.4,2.57,0.71,1.86,"['Fantasy', 'Fiction', 'Magical Realism', 'Gothic', 'Historical Fiction', 'Young Adult', 'Coming Of Age']",2022.0
10243,Valiant,Holly Black,63627.0,70.21,7.12,2.48,0.73,1.75,"['Fantasy', 'Young Adult', 'Urban Fantasy', 'Fairies', 'Fae', 'Fiction', 'Romance']",2002.0
10244,The Bachelor Prince,Debbie Macomber,41493.0,35.38,9.55,3.2,1.45,1.75,"['Romance', 'Audiobook', 'Contemporary', 'Fiction', 'Adult', 'Chick Lit', 'Christian Fiction']",1994.0
10245,The Immortals of Tehran,Ali Araghi,146066.0,63.2,5.45,1.71,0.37,1.33,"['Historical Fiction', 'Fiction', 'Magical Realism', 'Iran', 'Fantasy', 'Historical', 'Adult Fiction']",2020.0
10246,Norse Mythology,Neil Gaiman,52472.0,59.5,7.84,2.49,0.57,1.92,"['Fantasy', 'Mythology', 'Fiction', 'Audiobook', 'Short Stories', 'Historical Fiction', 'Classics']",2017.0
10247,Life & Times of Michael K,J. M. Coetzee,66068.0,67.62,6.74,2.19,0.49,1.7,"['Fiction', 'Africa', 'South Africa', 'Literature', 'Novels', 'Nobel Prize', 'Literary Fiction']",1983.0
10248,Ghost Eaters,Clay McLeod Chapman,82729.0,62.5,8.18,2.73,0.83,1.9,"['Horror', 'Fiction', 'Paranormal', 'Ghosts', 'Gothic', 'Thriller', 'Adult']",2022.0
10249,The Wrong Move,Jennifer Savin,85639.0,52.42,8.27,3.88,1.59,2.29,"['Thriller', 'Fiction', 'Psychological Thriller', 'Mystery Thriller', 'Mystery']",2019.0
10250,The Romanov Ransom,Clive Cussler,94044.0,45.39,7.17,2.68,0.75,1.93,"['Adventure', 'Fiction', 'Thriller', 'Mystery', 'Action', 'Audiobook', 'Suspense']",2017.0
10251,The Light Brigade,Kameron Hurley,97340.0,45.04,8.42,2.27,0.61,1.66,"['Science Fiction', 'Fiction', 'Time Travel', 'War', 'LGBT', 'Dystopia', 'Military Fiction']",2019.0
10252,The Jealous,Laury Silvers,132678.0,41.86,7.64,2.56,0.75,1.81,"['Mystery', 'Spirituality', 'Fiction', 'Historical Fiction']",2020.0
10253,All Families Are Psychotic,Douglas Coupland,75748.0,52.84,8.5,3.21,0.9,2.31,"['Fiction', 'Canada', 'Contemporary', 'Humor', 'Novels', 'Literary Fiction', 'Adult Fiction']",2001.0
10254,Rich People Problems,Kevin Kwan,138160.0,48.66,8.09,3.52,1.41,2.11,"['Fiction', 'Romance', 'Contemporary', 'Chick Lit', 'Audiobook', 'Adult', 'Humor']",2017.0
10255,Her Body and Other Parties,Carmen Maria Machado,70457.0,74.67,6.29,2.56,0.84,1.72,"['Short Stories', 'Fiction', 'Horror', 'Fantasy', 'Feminism', 'LGBT', 'Queer']",2017.0
10256,What’s Become of Her,Deb Caletti,99337.0,60.34,8.7,3.04,0.83,2.21,"['Fiction', 'Thriller', 'Suspense', 'Mystery', 'Mystery Thriller', 'Contemporary', 'Adult Fiction']",2017.0
10257,Thank God for the Atom Bomb,Paul Fussell,6357.0,34.53,6.54,2.75,1.32,1.43,"['Essays', 'Nonfiction', 'History', 'World War II', 'Criticism', 'War', 'Philosophy']",1988.0
10258,Sauce For the Pigeon,Gerald Hammond,58638.0,40.47,9.38,2.97,0.88,2.08,"['Mystery', 'Crime']",1989.0
10259,How to Educate a Citizen,E. D. Hirsch,43793.0,15.57,6.91,3.13,1.47,1.66,"['Education', 'Nonfiction', 'Politics', 'Sociology', 'Leadership', 'Teaching', 'Research']",2020.0
10260,The Face of Fear,Dean Koontz,60531.0,52.12,8.6,2.82,1.15,1.67,"['Horror', 'Thriller', 'Fiction', 'Supernatural', 'Novels', 'Time Travel']",1993.0
10261,Not That I Could Tell,Jessica Strawser,103209.0,38.71,9.55,3.58,1.38,2.2,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Contemporary']",2018.0
10262,On Writing Romance,Leigh Michaels,104389.0,23.44,8.11,3.22,1.2,2.02,"['Writing', 'Nonfiction', 'Romance', 'Reference', 'Research', 'Crafts', 'Love']",2007.0
10263,The Pact,Jodi Picoult,146279.0,44.79,8.08,3.03,1.23,1.8,"['Fiction', 'Romance', 'Contemporary', 'Chick Lit', 'Drama', 'Mystery', 'Adult Fiction']",1998.0
10264,Breathing Lessons,Anne Tyler,100238.0,51.11,8.33,3.75,1.07,2.67,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'Literature', 'Adult Fiction', 'American']",1988.0
10265,Dark Waters of Hagwood,Robin Jarvis,95471.0,73.58,6.32,3.07,1.14,1.93,"['Fantasy', 'Young Adult', 'Fiction']",2013.0
10266,Children of Eden,Joey Graceffa,85425.0,51.35,8.62,3.53,1.39,2.14,"['Dystopia', 'Young Adult', 'Science Fiction', 'Fantasy', 'Fiction', 'Audiobook', 'Romance']",2016.0
10267,"Energy, A Human History",Richard Rhodes,110709.0,62.14,4.5,2.38,0.93,1.46,"['History', 'Science', 'Nonfiction', 'Technology', 'Economics', 'Environment', 'Politics']",2018.0
10268,Startup,Doree Shafrir,85038.0,29.74,9.77,4.26,1.82,2.44,"['Fiction', 'Contemporary', 'Humor', 'Adult', 'Business', 'Audiobook', 'Technology']",2017.0
10269,Chromosome 6,Robin Cook,145779.0,42.96,8.87,2.89,1.19,1.7,"['Fiction', 'Thriller', 'Mystery', 'Medical', 'Science Fiction', 'Suspense', 'Mystery Thriller']",1997.0
10270,The Future of Another Timeline,Annalee Newitz,100590.0,52.65,7.81,3.11,1.24,1.87,"['Science Fiction', 'Time Travel', 'Fiction', 'LGBT', 'Fantasy', 'Queer', 'Feminism']",2019.0
10271,The Gaslight Stalker,David Field,54993.0,34.59,8.29,3.41,1.27,2.13,"['Historical Fiction', 'Mystery', 'Crime', 'Historical', 'Historical Mystery', 'Fiction', 'Victorian']",2018.0
10272,Weyward,Emila Hart,97780.0,74.04,7.69,2.61,0.72,1.89,"['Historical Fiction', 'Fantasy', 'Fiction', 'Magical Realism', 'Historical', 'Witches', 'Adult']",2023.0
10273,What the Dickens,Gregory Maguire,59290.0,56.77,8.49,3.03,0.92,2.11,"['Fantasy', 'Fiction', 'Young Adult', 'Fairy Tales', 'Childrens', 'Middle Grade', 'Audiobook']",2007.0
10274,The Colossus of Maroussi,Henry Miller,79192.0,49.83,7.27,2.94,1.21,1.73,"['Travel', 'Greece', 'Nonfiction', 'Memoir', 'Literature', 'Classics', '20th Century']",1941.0
10275,The Whispers of War,Julia Kelly,92434.0,35.87,9.09,2.8,0.9,1.9,"['Historical Fiction', 'Fiction', 'World War II', 'Historical', 'War', 'Adult', 'Romance']",2020.0
10276,The Vision of a Viscountess,Linda Rae Sande,100794.0,47.17,7.71,3.35,1.1,2.25,['Historical Romance'],2018.0
10277,The Prestige,Christopher Priest,118233.0,35.07,8.2,3.5,1.53,1.98,"['Fiction', 'Fantasy', 'Historical Fiction', 'Science Fiction', 'Mystery', 'Historical', 'Audiobook']",1995.0
10278,Blind Ambition,John W. Dean,154174.0,25.15,9.01,2.91,1.06,1.86,"['History', 'Politics', 'Nonfiction', 'Biography', 'Memoir', 'American History', 'Presidents']",1976.0
10279,A Carnival of Snackery,David Sedaris,162105.0,47.79,8.24,2.91,0.74,2.17,"['Humor', 'Nonfiction', 'Memoir', 'Audiobook', 'Essays', 'Biography', 'Biography Memoir']",2021.0
10280,The Prisoner’s Wife,Maggie Brookes,114479.0,63.44,7.26,2.8,0.94,1.86,"['Historical Fiction', 'Historical', 'Fiction', 'War', 'World War II', 'Romance', 'Historical Romance']",2020.0
10281,Sherlock Holmes and the Beast of the Stapletons,James Lovegrove,81706.0,39.96,8.85,3.29,1.14,2.15,"['Mystery', 'Fiction', 'Historical Fiction', 'Crime', 'Audiobook', 'Historical', 'Mystery Thriller']",2020.0
10282,When the Tiger Came Down the Mountain,Nghi Vo,22943.0,58.35,7.56,3.67,1.37,2.3,"['Fantasy', 'Novella', 'Fiction', 'LGBT', 'Queer', 'Adult', 'Audiobook']",2020.0
10283,Must You Go,Antonia Fraser,97893.0,36.64,6.71,3.83,1.63,2.2,"['Biography', 'Nonfiction', 'Memoir', 'Biography Memoir', 'Theatre', 'Autobiography', 'British Literature']",2010.0
10284,Shakespeare’s Landlord,Charlaine Harris,62220.0,46.01,8.38,3.36,1.36,2.01,"['Mystery', 'Fiction', 'Cozy Mystery', 'Crime', 'Romance', 'Mystery Thriller', 'Adult']",1996.0
10285,Someone To Romance,Mary Balogh,108891.0,29.02,9.68,3.71,1.36,2.34,"['Romance', 'Historical Romance', 'Historical', 'Historical Fiction', 'Fiction', 'Regency', 'Regency Romance']",2020.0
10286,Can You See Me Now,Trisha Sakhlecha,90664.0,41.26,8.02,2.66,0.89,1.76,"['Mystery', 'Thriller', 'Mystery Thriller', 'Fiction', 'Adult', 'Psychological Thriller']",2021.0
10287,The Girl in the Woods,Lorna Dounaeva,78094.0,62.01,8.78,2.88,0.94,1.94,"['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller', 'Amazon', 'Psychological Thriller', 'Suspense']",2020.0
10288,The Other Sister,Sarah Zettel,114588.0,50.73,9.31,2.98,0.92,2.07,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Adult', 'Suspense', 'Psychological Thriller']",2018.0
10289,Every Last Secret,A. R. Torre,78522.0,51.78,7.64,2.44,0.94,1.5,"['Thriller', 'Mystery Thriller', 'Mystery', 'Fiction', 'Suspense', 'Contemporary', 'Adult']",2020.0
10290,Flyaway,Kathleen Jennings,40748.0,70.95,7.95,2.51,0.93,1.58,"['Fantasy', 'Horror', 'Fiction', 'Gothic', 'Novella', 'Magical Realism', 'Mystery']",2020.0
10291,The Graces,Laure Eve,82975.0,48.83,9.46,3.16,1.15,2.02,"['Fantasy', 'Young Adult', 'Witches', 'Paranormal', 'Fiction', 'Magic', 'Contemporary']",2016.0
10292,The Autobiography of Jean-Luc Picard,David A. Goodman,101793.0,27.64,8.98,2.65,0.86,1.79,"['Star Trek', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Media Tie In', 'Space']",2017.0
10293,Lost Children Archive,Valeria Luiselli,110095.0,52.74,5.9,3.53,0.98,2.55,"['Fiction', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Novels', 'Travel', 'Literature']",2019.0
10294,Omnivore,Piers Anthony,55301.0,58.87,8.31,3.48,1.62,1.86,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Novels', 'Collections', 'Aliens']",1968.0
10295,Blue Smoke,Nora Roberts,138788.0,51.13,8.61,2.4,0.6,1.79,"['Romance', 'Romantic Suspense', 'Mystery', 'Fiction', 'Suspense', 'Contemporary', 'Contemporary Romance']",2005.0
10296,Forget the Alamo,"Bryan Burrough, Chris Tomlinson & Jason Stanford",94891.0,29.5,5.71,2.47,1.06,1.41,"['History', 'Nonfiction', 'Politics', 'American History', 'Audiobook', 'Historical', 'War']",2021.0
10297,Unethical,Marla L. Anderson,90377.0,39.27,7.78,3.12,0.98,2.14,"['Thriller', 'Fiction']",2021.0
10298,This Side of Night,J. Todd Scott,127354.0,43.4,8.84,3.0,0.79,2.21,"['Fiction', 'Crime', 'Mystery', 'Westerns', 'Thriller', 'Mystery Thriller', 'Contemporary']",2019.0
10299,Murder on Charles Street,Leighann Dobbs & Harmony Williams,58404.0,45.67,8.02,2.76,1.0,1.76,"['Mystery', 'Historical Fiction', 'Historical Mystery', 'Romance', 'Cozy Mystery', 'Historical', 'Mystery Thriller']",2020.0
10300,Product-Led Growth,Wes Bush,35180.0,19.66,7.33,2.82,0.89,1.93,"['Business', 'Entrepreneurship', 'Nonfiction', 'Buisness', 'Technology', 'Audiobook', 'Leadership']",2019.0
